Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal
2009-08-30,66,51,59.0,47,52.0,0.0
2009-08-31,68,49,59.0,44,52.0,0.0
2009-09-01,72,47,60.0,47,53.0,0.0
2009-09-02,73,50,62.0,50,56.0,0.0
2009-09-03,75,56,66.0,54,59.0,0.0
2009-09-04,75,54,65.0,54,59.0,0.0
2009-09-05,78,54,66.0,57,61.0,0.0
2009-09-06,77,61,69.0,59,63.0,0.03
2009-09-07,77,59,68.0,59,62.0,0.0
2009-09-08,78,60,69.0,60,63.0,0.0
2009-09-09,78,65,72.0,63,65.0,0.0
2009-09-10,81,64,73.0,62,65.0,0.0
2009-09-11,80,61,71.0,59,63.0,0.0
2009-09-12,79,58,69.0,60,63.0,0.0
2009-09-13,80,58,69.0,54,60.0,0.0
2009-09-14,84,58,71.0,55,61.0,0.0
2009-09-15,82,64,73.0,59,63.0,0.0
2009-09-16,71,59,65.0,54,59.0,0.0
2009-09-17,72,50,61.0,52,56.0,0.0
2009-09-18,79,50,65.0,55,59.0,0.0
2009-09-19,76,55,66.0,55,59.0,0.0
2009-09-20,73,54,64.0,56,60.0,0.75
2009-09-21,67,60,64.0,59,61.0,0.0
2009-09-22,77,59,68.0,65,67.0,0.0
2009-09-23,76,62,69.0,62,64.0,0.0
2009-09-24,73,64,69.0,63,65.0,0.0
2009-09-25,70,60,65.0,57,60.0,0.16
2009-09-26,69,55,62.0,56,59.0,0.0
2009-09-27,74,50,62.0,53,57.0,0.08
2009-09-28,62,49,56.0,42,49.0,0.01
2009-09-29,60,48,54.0,42,48.0,0.0
2009-09-30,62,47,55.0,40,47.0,0.0
2009-10-01,59,41,50.0,46,49.0,0.89
2009-10-02,56,47,52.0,46,48.0,0.21
2009-10-03,57,47,52.0,47,49.0,0.11
2009-10-04,60,45,53.0,43,47.0,0.0
2009-10-05,62,43,53.0,42,47.0,0.0
2009-10-06,61,49,55.0,47,51.0,0.03
2009-10-07,60,45,53.0,39,46.0,0.0
2009-10-08,53,45,49.0,46,48.0,0.12
2009-10-09,52,39,46.0,43,45.0,0.46
2009-10-10,48,31,40.0,30,35.0,0.0
2009-10-11,44,29,37.0,22,32.0,0.0
2009-10-12,48,41,45.0,36,41.0,0.02
2009-10-13,47,34,41.0,32,38.0,0.0
2009-10-14,48,42,45.0,36,41.0,0.03
2009-10-15,44,41,43.0,38,40.0,0.29
2009-10-16,45,39,42.0,36,39.0,0.04
2009-10-17,52,36,44.0,33,39.0,0.0
2009-10-18,53,31,42.0,33,39.0,0.0
2009-10-19,65,44,55.0,41,47.0,0.0
2009-10-20,62,48,55.0,48,52.0,0.03
2009-10-21,69,55,62.0,52,56.0,0.0
2009-10-22,58,48,53.0,48,50.0,1.03
2009-10-23,61,42,52.0,49,50.0,0.89
2009-10-24,50,38,44.0,37,40.0,0.04
2009-10-25,62,44,53.0,45,49.0,0.27
2009-10-26,55,49,52.0,48,49.0,0.11
2009-10-27,51,45,48.0,45,47.0,0.06
2009-10-28,57,50,54.0,49,51.0,0.0
2009-10-29,60,47,54.0,50,52.0,0.6
2009-10-30,67,46,57.0,53,56.0,0.81
2009-10-31,46,35,41.0,31,38.0,0.0
2010-05-01,70,58,64.0,53,58.0,0.11
2010-05-02,69,53,61.0,52,56.0,0.93
2010-05-03,72,50,61.0,45,53.0,0.0
2010-05-04,79,50,65.0,44,54.0,0.0
2010-05-05,72,56,64.0,37,51.0,0.0
2010-05-06,63,46,55.0,39,46.0,0.01
2010-05-07,59,45,52.0,46,48.0,0.72
2010-05-08,50,42,46.0,35,41.0,0.02
2010-05-09,58,38,48.0,29,40.0,0.0
2010-05-10,58,41,50.0,31,42.0,0.0
2010-05-11,52,44,48.0,46,47.0,0.97
2010-05-12,51,44,48.0,45,46.0,0.12
2010-05-13,73,48,61.0,53,55.0,1.49
2010-05-14,66,47,57.0,44,50.0,0.0
2010-05-15,61,43,52.0,42,48.0,0.0
2010-05-16,66,41,54.0,43,49.0,0.0
2010-05-17,58,50,54.0,42,48.0,0.01
2010-05-18,65,46,56.0,40,48.0,0.0
2010-05-19,74,44,59.0,39,51.0,0.0
2010-05-20,74,47,61.0,49,55.0,0.05
2010-05-21,73,56,65.0,58,60.0,0.21
2010-05-22,74,58,66.0,59,61.0,0.0
2010-05-23,89,62,76.0,66,69.0,0.0
2010-05-24,91,70,81.0,67,72.0,0.0
2010-05-25,88,69,79.0,62,68.0,0.0
2010-05-26,87,66,77.0,63,68.0,0.0
2010-05-27,77,61,69.0,50,59.0,0.0
2010-05-28,79,57,68.0,50,58.0,0.0
2010-05-29,86,59,73.0,57,63.0,0.0
2010-05-30,91,61,76.0,59,66.0,0.0
2010-05-31,81,66,74.0,64,67.0,0.26
2010-06-01,85,63,74.0,62,67.0,0.0
2010-06-02,77,57,67.0,61,64.0,1.02
2010-06-03,71,56,64.0,46,55.0,0.0
2010-06-04,83,57,70.0,60,65.0,0.0
2010-06-05,79,60,70.0,65,67.0,0.15
2010-06-06,76,55,66.0,55,59.0,0.0
2010-06-07,70,54,62.0,49,55.0,0.0
2010-06-08,67,58,63.0,57,59.0,0.45
2010-06-09,83,65,74.0,56,63.0,0.0
2010-06-10,77,58,68.0,54,60.0,0.0
2010-06-11,89,64,77.0,67,71.0,0.02
2010-06-12,77,62,70.0,63,65.0,0.34
2010-06-13,71,62,67.0,62,64.0,0.25
2010-06-14,70,60,65.0,61,62.0,0.0
2010-06-15,79,60,70.0,66,67.0,0.59
2010-06-16,82,63,73.0,61,65.0,0.0
2010-06-17,84,64,74.0,62,67.0,0.0
2010-06-18,90,67,79.0,66,69.0,0.87
2010-06-19,85,66,76.0,61,66.0,0.0
2010-06-20,81,64,73.0,61,65.0,0.0
2010-06-21,85,67,76.0,66,69.0,0.22
2010-06-22,85,69,77.0,68,71.0,0.0
2010-06-23,87,69,78.0,70,71.0,0.87
2010-06-24,84,65,75.0,60,65.0,0.0
2010-06-25,84,62,73.0,62,67.0,0.0
2010-06-26,87,69,78.0,66,70.0,0.85
2010-06-27,85,72,79.0,70,73.0,0.54
2010-06-28,82,63,73.0,59,65.0,0.0
2010-06-29,75,59,67.0,53,59.0,0.0
2010-06-30,75,56,66.0,50,57.0,0.0
2010-07-01,77,55,66.0,48,57.0,0.0
2010-07-02,83,59,71.0,53,61.0,0.0
2010-07-03,87,60,74.0,56,63.0,0.0
2010-07-04,91,68,80.0,66,71.0,0.0
2010-07-05,91,78,85.0,64,71.0,0.0
2010-07-06,90,73,82.0,69,73.0,0.37
2010-07-07,93,71,82.0,70,73.0,0.2
2010-07-08,88,73,81.0,70,73.0,0.16
2010-07-09,88,70,79.0,59,67.0,0.0
2010-07-10,89,69,79.0,61,68.0,0.0
2010-07-11,85,66,76.0,63,67.0,0.79
2010-07-12,84,65,75.0,65,68.0,0.0
2010-07-13,84,70,77.0,65,69.0,0.17
2010-07-14,90,70,80.0,71,74.0,0.0
2010-07-15,90,71,81.0,69,73.0,0.01
2010-07-16,90,67,79.0,62,68.0,0.0
2010-07-17,93,71,82.0,63,70.0,0.0
2010-07-18,92,72,82.0,69,73.0,0.01
2010-07-19,84,69,77.0,66,70.0,0.01
2010-07-20,86,68,77.0,68,70.0,0.0
2010-07-21,91,72,82.0,65,70.0,0.0
2010-07-22,90,69,80.0,71,74.0,0.01
2010-07-23,94,70,82.0,71,74.0,2.79
2010-07-24,87,69,78.0,71,73.0,3.64
2010-07-25,81,66,74.0,59,65.0,0.0
2010-07-26,84,61,73.0,62,67.0,0.0
2010-07-27,88,68,78.0,67,71.0,0.0
2010-07-28,88,73,81.0,71,74.0,0.0
2010-07-29,82,67,75.0,58,65.0,0.0
2010-07-30,80,69,75.0,60,65.0,0.0
2010-07-31,80,65,73.0,64,67.0,0.68
2010-08-01,86,65,76.0,65,68.0,0.0
2010-08-02,84,67,76.0,67,70.0,0.0
2010-08-03,86,66,76.0,71,73.0,0.28
2010-08-04,83,71,77.0,72,73.0,0.48
2010-08-05,83,68,76.0,62,67.0,0.0
2010-08-06,82,64,73.0,59,64.0,0.0
2010-08-07,83,62,73.0,64,68.0,0.0
2010-08-08,87,69,78.0,67,70.0,0.08
2010-08-09,88,72,80.0,71,74.0,0.15
2010-08-10,89,75,82.0,71,74.0,0.0
2010-08-11,90,75,83.0,70,74.0,0.0
2010-08-12,92,74,83.0,70,74.0,0.0
2010-08-13,92,73,83.0,70,74.0,0.25
2010-08-14,88,72,80.0,69,73.0,0.0
2010-08-15,83,66,75.0,62,67.0,0.0
2010-08-16,80,63,72.0,54,62.0,0.0
2010-08-17,79,64,72.0,57,63.0,0.03
2010-08-18,84,63,74.0,61,66.0,0.05
2010-08-19,88,66,77.0,65,69.0,0.0
2010-08-20,92,71,82.0,68,72.0,0.03
2010-08-21,86,71,79.0,69,72.0,0.45
2010-08-22,81,68,75.0,64,67.0,0.0
2010-08-23,80,65,73.0,63,67.0,0.0
2010-08-24,84,64,74.0,62,66.0,0.0
2010-08-25,79,61,70.0,51,59.0,0.0
2010-08-26,79,59,69.0,52,59.0,0.0
2010-08-27,86,59,73.0,56,63.0,0.0
2010-08-28,88,65,77.0,54,63.0,0.0
2010-08-29,94,71,83.0,66,71.0,0.0
2010-08-30,88,74,81.0,67,72.0,0.0
2010-08-31,93,75,84.0,68,73.0,0.0
2010-09-01,81,71,76.0,68,70.0,0.17
2010-09-02,83,65,74.0,68,70.0,1.55
2010-09-03,70,56,63.0,52,57.0,0.0
2010-09-04,68,51,60.0,44,51.0,0.0
2010-09-05,76,49,63.0,50,56.0,0.0
2010-09-06,82,66,74.0,52,61.0,0.0
2010-09-07,77,58,68.0,49,58.0,0.0
2010-09-08,71,51,61.0,48,54.0,0.0
2010-09-09,67,50,59.0,49,54.0,0.0
2010-09-10,72,55,64.0,51,58.0,0.0
2010-09-11,75,58,67.0,55,59.0,0.24
2010-09-12,83,54,69.0,51,59.0,0.0
2010-09-13,82,57,70.0,50,59.0,0.0
2010-09-14,77,54,66.0,49,57.0,0.0
2010-09-15,75,59,67.0,54,60.0,0.0
2010-09-16,69,53,61.0,56,59.0,0.16
2010-09-17,74,49,62.0,50,56.0,0.0
2010-09-18,65,58,62.0,55,58.0,0.35
2010-09-19,67,55,61.0,49,55.0,0.0
2010-09-20,75,62,69.0,60,63.0,0.0
2010-09-21,88,68,78.0,64,68.0,0.05
2010-09-22,74,63,69.0,61,63.0,0.0
2010-09-23,89,65,77.0,62,68.0,0.0
2010-09-24,80,56,68.0,54,59.0,0.26
2010-09-25,60,52,56.0,43,49.0,0.0
2010-09-26,60,50,55.0,45,49.0,0.0
2010-09-27,65,48,57.0,45,50.0,0.0
2010-09-28,71,46,59.0,45,52.0,0.0
2010-09-29,75,52,64.0,48,55.0,0.0
2010-09-30,74,52,63.0,49,55.0,0.0
2010-10-01,73,48,61.0,44,52.0,0.08
2010-10-02,57,45,51.0,41,46.0,0.26
2010-10-03,56,42,49.0,39,44.0,0.08
2010-10-04,60,38,49.0,39,45.0,0.0
2010-10-05,68,39,54.0,38,46.0,0.0
2010-10-06,78,46,62.0,44,53.0,0.0
2010-10-07,76,49,63.0,39,50.0,0.0
2010-10-08,79,48,64.0,40,52.0,0.0
2010-10-09,86,55,71.0,52,59.0,0.0
2010-10-10,84,57,71.0,50,59.0,0.0
2010-10-11,82,54,68.0,52,58.0,0.0
2010-10-12,76,52,64.0,54,58.0,0.0
2010-10-13,66,47,57.0,46,52.0,0.1
2010-10-14,66,43,55.0,32,45.0,0.0
2010-10-15,63,44,54.0,41,47.0,0.0
2010-10-16,71,40,56.0,39,48.0,0.0
2010-10-17,65,47,56.0,36,46.0,0.0
2010-10-18,61,43,52.0,40,47.0,0.0
2010-10-19,60,39,50.0,35,43.0,0.0
2010-10-20,70,44,57.0,35,46.0,0.0
2010-10-21,56,38,47.0,30,40.0,0.0
2010-10-22,64,33,49.0,31,42.0,0.02
2010-10-23,65,54,60.0,47,53.0,0.1
2010-10-24,72,54,63.0,53,57.0,0.05
2010-10-25,72,56,64.0,56,60.0,0.0
2010-10-26,70,54,62.0,47,53.0,0.24
2010-10-27,65,43,54.0,32,44.0,0.0
2010-10-28,46,39,43.0,31,38.0,0.0
2010-10-29,50,31,41.0,27,36.0,0.0
2010-10-30,63,42,53.0,32,42.0,0.0
2010-10-31,52,36,44.0,30,38.0,0.0
2011-05-01,63,47,55.0,37,47.0,0.0
2011-05-02,59,42,51.0,31,42.0,0.0
2011-05-03,50,37,44.0,31,38.0,0.0
2011-05-04,59,37,48.0,29,40.0,0.0
2011-05-05,63,35,49.0,40,46.0,0.06
2011-05-06,68,44,56.0,39,48.0,0.0
2011-05-07,60,43,52.0,44,48.0,0.0
2011-05-08,68,39,54.0,43,49.0,0.0
2011-05-09,73,47,60.0,45,53.0,0.0
2011-05-10,90,62,76.0,61,66.0,0.0
2011-05-11,87,63,75.0,66,68.0,0.13
2011-05-12,86,58,72.0,63,66.0,0.29
2011-05-13,77,47,62.0,54,56.0,0.02
2011-05-14,53,45,49.0,47,48.0,0.31
2011-05-15,46,41,44.0,36,41.0,0.31
2011-05-16,52,37,45.0,30,40.0,0.0
2011-05-17,60,40,50.0,33,43.0,0.0
2011-05-18,57,49,53.0,48,49.0,0.07
2011-05-19,72,49,61.0,53,56.0,0.0
2011-05-20,73,50,62.0,54,57.0,0.0
2011-05-21,75,50,63.0,59,62.0,0.01
2011-05-22,87,61,74.0,60,64.0,0.58
2011-05-23,79,60,70.0,59,64.0,0.0
2011-05-24,66,47,57.0,47,51.0,0.11
2011-05-25,67,47,57.0,52,53.0,2.24
2011-05-26,49,43,46.0,40,43.0,1.06
2011-05-27,58,40,49.0,41,46.0,0.0
2011-05-28,62,51,57.0,55,55.0,0.12
2011-05-29,70,52,61.0,59,60.0,1.88
2011-05-30,88,56,72.0,65,69.0,0.0
2011-05-31,85,69,77.0,64,68.0,0.08
2011-06-01,81,59,70.0,49,59.0,0.0
2011-06-02,69,56,63.0,44,53.0,0.02
2011-06-03,87,55,71.0,62,67.0,0.01
2011-06-04,92,64,78.0,64,68.0,0.18
2011-06-05,85,60,73.0,55,62.0,0.0
2011-06-06,93,60,77.0,64,69.0,0.0
2011-06-07,96,75,86.0,65,72.0,0.0
2011-06-08,95,66,81.0,64,71.0,0.17
2011-06-09,69,50,60.0,52,55.0,0.93
2011-06-10,69,51,60.0,56,57.0,0.52
2011-06-11,62,52,57.0,54,55.0,0.03
2011-06-12,64,50,57.0,45,52.0,0.0
2011-06-13,72,54,63.0,43,53.0,0.0
2011-06-14,77,53,65.0,49,56.0,0.0
2011-06-15,71,57,64.0,59,61.0,0.8
2011-06-16,81,61,71.0,59,63.0,0.04
2011-06-17,82,60,71.0,60,64.0,0.0
2011-06-18,84,61,73.0,62,65.0,0.0
2011-06-19,81,63,72.0,65,68.0,0.0
2011-06-20,79,65,72.0,67,69.0,0.18
2011-06-21,89,66,78.0,70,72.0,0.45
2011-06-22,73,64,69.0,63,65.0,0.02
2011-06-23,71,62,67.0,59,62.0,0.01
2011-06-24,68,60,64.0,56,59.0,0.0
2011-06-25,79,58,69.0,53,60.0,0.0
2011-06-26,81,57,69.0,53,60.0,0.0
2011-06-27,81,65,73.0,63,67.0,0.03
2011-06-28,81,63,72.0,54,61.0,0.0
2011-06-29,81,59,70.0,56,62.0,0.0
2011-06-30,88,60,74.0,62,67.0,0.0
2011-07-01,89,72,81.0,62,68.0,0.0
2011-07-02,94,71,83.0,70,74.0,0.0
2011-07-03,84,69,77.0,57,65.0,0.0
2011-07-04,89,65,77.0,55,64.0,0.0
2011-07-05,91,68,80.0,60,68.0,0.0
2011-07-06,86,70,78.0,61,67.0,0.0
2011-07-07,82,63,73.0,53,62.0,0.0
2011-07-08,86,61,74.0,51,62.0,0.0
2011-07-09,91,61,76.0,58,66.0,0.0
2011-07-10,91,74,83.0,68,72.0,0.0
2011-07-11,88,71,80.0,71,74.0,0.39
2011-07-12,87,70,79.0,63,69.0,0.01
2011-07-13,74,63,69.0,57,62.0,0.0
2011-07-14,82,59,71.0,56,63.0,0.0
2011-07-15,87,70,79.0,60,66.0,0.0
2011-07-16,89,71,80.0,61,68.0,0.0
2011-07-17,95,69,82.0,69,74.0,0.0
2011-07-18,92,80,86.0,75,78.0,0.01
2011-07-19,93,78,86.0,72,76.0,0.0
2011-07-20,99,73,86.0,73,77.0,0.02
2011-07-21,99,75,87.0,70,76.0,0.02
2011-07-22,88,70,79.0,70,73.0,1.55
2011-07-23,87,70,79.0,70,73.0,6.86
2011-07-24,87,72,80.0,70,73.0,0.18
2011-07-25,88,73,81.0,66,71.0,0.0
2011-07-26,83,71,77.0,63,68.0,0.0
2011-07-27,90,68,79.0,66,70.0,0.71
2011-07-28,87,73,80.0,71,74.0,0.7
2011-07-29,86,71,79.0,67,71.0,0.7
2011-07-30,91,67,79.0,64,70.0,0.0
2011-07-31,90,68,79.0,69,73.0,0.0
2011-08-01,91,74,83.0,72,75.0,0.0
2011-08-02,93,74,84.0,73,76.0,0.43
2011-08-03,86,72,79.0,67,71.0,0.0
2011-08-04,84,69,77.0,66,69.0,0.0
2011-08-05,83,69,76.0,68,71.0,0.0
2011-08-06,85,72,79.0,70,72.0,0.18
2011-08-07,86,68,77.0,69,71.0,0.75
2011-08-08,80,68,74.0,67,69.0,0.63
2011-08-09,80,64,72.0,61,66.0,0.0
2011-08-10,77,61,69.0,54,61.0,0.0
2011-08-11,81,57,69.0,54,61.0,0.0
2011-08-12,81,60,71.0,59,64.0,0.0
2011-08-13,83,62,73.0,64,66.0,0.75
2011-08-14,75,62,69.0,60,63.0,0.0
2011-08-15,82,57,70.0,55,62.0,0.0
2011-08-16,85,61,73.0,58,64.0,0.0
2011-08-17,83,62,73.0,63,67.0,0.0
2011-08-18,84,67,76.0,60,66.0,0.0
2011-08-19,87,64,76.0,63,68.0,0.0
2011-08-20,80,66,73.0,67,69.0,1.11
2011-08-21,80,64,72.0,58,63.0,0.0
2011-08-22,82,59,71.0,59,64.0,0.0
2011-08-23,73,62,68.0,63,65.0,0.65
2011-08-24,92,69,81.0,65,70.0,0.0
2011-08-25,83,64,74.0,59,64.0,0.0
2011-08-26,83,59,71.0,58,63.0,0.0
2011-08-27,81,64,73.0,62,66.0,0.0
2011-08-28,77,61,69.0,57,61.0,0.0
2011-08-29,79,59,69.0,56,62.0,0.0
2011-08-30,76,61,69.0,56,62.0,0.04
2011-08-31,87,65,76.0,64,68.0,0.0
2011-09-01,93,71,82.0,71,75.0,0.0
2011-09-02,92,76,84.0,69,74.0,0.0
2011-09-03,89,69,79.0,67,71.0,0.02
2011-09-04,73,58,66.0,54,60.0,0.0
2011-09-05,65,52,59.0,45,52.0,0.0
2011-09-06,66,51,59.0,46,52.0,0.0
2011-09-07,70,52,61.0,47,54.0,0.0
2011-09-08,75,57,66.0,53,59.0,0.0
2011-09-09,72,60,66.0,60,62.0,0.02
2011-09-10,78,56,67.0,59,62.0,0.0
2011-09-11,83,57,70.0,59,63.0,0.0
2011-09-12,86,64,75.0,59,65.0,0.0
2011-09-13,73,56,65.0,54,59.0,0.0
2011-09-14,58,47,53.0,43,49.0,0.08
2011-09-15,59,42,51.0,35,44.0,0.0
2011-09-16,58,46,52.0,40,47.0,0.0
2011-09-17,68,50,59.0,45,52.0,0.0
2011-09-18,65,55,60.0,55,57.0,0.43
2011-09-19,69,54,62.0,58,60.0,0.24
2011-09-20,74,49,62.0,54,58.0,0.0
2011-09-21,71,56,64.0,49,56.0,0.0
2011-09-22,64,51,58.0,47,52.0,0.0
2011-09-23,62,48,55.0,44,49.0,0.0
2011-09-24,62,51,57.0,49,51.0,0.14
2011-09-25,64,51,58.0,53,55.0,0.08
2011-09-26,60,53,57.0,51,53.0,1.21
2011-09-27,63,54,59.0,53,55.0,0.31
2011-09-28,63,53,58.0,54,55.0,0.77
2011-09-29,66,49,58.0,51,53.0,0.06
2011-09-30,57,45,51.0,41,47.0,0.09
2011-10-01,56,42,49.0,40,45.0,0.0
2011-10-02,66,41,54.0,38,46.0,0.0
2011-10-03,69,44,57.0,45,50.0,0.0
2011-10-04,76,43,60.0,47,52.0,0.0
2011-10-05,80,49,65.0,48,55.0,0.0
2011-10-06,81,50,66.0,51,58.0,0.0
2011-10-07,84,54,69.0,53,59.0,0.0
2011-10-08,82,54,68.0,54,60.0,0.0
2011-10-09,80,52,66.0,51,58.0,0.0
2011-10-10,76,54,65.0,51,57.0,0.0
2011-10-11,79,57,68.0,54,60.0,0.0
2011-10-12,78,55,67.0,52,58.0,0.0
2011-10-13,66,52,59.0,55,58.0,0.28
2011-10-14,62,48,55.0,41,48.0,0.0
2011-10-15,62,47,55.0,36,46.0,0.0
2011-10-16,62,48,55.0,39,46.0,0.17
2011-10-17,59,41,50.0,33,42.0,0.0
2011-10-18,54,41,48.0,37,43.0,0.06
2011-10-19,49,44,47.0,40,44.0,0.85
2011-10-20,47,43,45.0,37,42.0,0.08
2011-10-21,55,38,47.0,34,41.0,0.0
2011-10-22,66,34,50.0,37,44.0,0.0
2011-10-23,68,38,53.0,41,48.0,0.2
2011-10-24,63,45,54.0,39,46.0,0.0
2011-10-25,74,45,60.0,46,53.0,0.02
2011-10-26,53,47,50.0,42,46.0,0.0
2011-10-27,53,39,46.0,37,42.0,0.12
2011-10-28,55,35,45.0,33,40.0,0.03
2011-10-29,55,34,45.0,30,38.0,0.0
2011-10-30,57,33,45.0,36,41.0,0.17
2011-10-31,53,36,45.0,36,40.0,0.0
2012-05-01,65,49,57.0,52,55.0,0.09
2012-05-02,80,58,69.0,60,64.0,0.0
2012-05-03,86,66,76.0,65,69.0,1.34
2012-05-04,73,55,64.0,55,58.0,0.28
2012-05-05,60,52,56.0,52,54.0,0.0
2012-05-06,70,51,61.0,53,56.0,0.8
2012-05-07,64,52,58.0,55,57.0,0.47
2012-05-08,70,52,61.0,45,53.0,0.0
2012-05-09,60,47,54.0,43,49.0,0.06
2012-05-10,67,46,57.0,34,46.0,0.0
2012-05-11,78,43,61.0,40,52.0,0.0
2012-05-12,69,53,61.0,42,51.0,0.03
2012-05-13,72,50,61.0,31,48.0,0.0
2012-05-14,82,43,63.0,36,51.0,0.0
2012-05-15,86,57,72.0,45,57.0,0.05
2012-05-16,65,50,58.0,33,46.0,0.0
2012-05-17,74,45,60.0,39,50.0,0.0
2012-05-18,85,53,69.0,41,54.0,0.0
2012-05-19,92,59,76.0,53,62.0,0.0
2012-05-20,93,65,79.0,57,65.0,0.14
2012-05-21,67,54,61.0,44,52.0,0.0
2012-05-22,71,50,61.0,41,51.0,0.0
2012-05-23,82,47,65.0,42,54.0,0.0
2012-05-24,90,64,77.0,53,63.0,0.0
2012-05-25,83,65,74.0,49,59.0,0.0
2012-05-26,86,60,73.0,54,61.0,0.0
2012-05-27,97,70,84.0,59,68.0,0.0
2012-05-28,95,77,86.0,60,69.0,0.0
2012-05-29,85,61,73.0,46,59.0,0.0
2012-05-30,70,53,62.0,46,53.0,0.0
2012-05-31,54,47,51.0,45,48.0,1.12
2012-06-01,65,49,57.0,43,49.0,0.01
2012-06-02,76,49,63.0,46,55.0,0.0
2012-06-03,81,57,69.0,48,58.0,0.0
2012-06-04,75,59,67.0,47,56.0,0.0
2012-06-05,70,57,64.0,49,56.0,0.0
2012-06-06,76,52,64.0,46,55.0,0.0
2012-06-07,82,54,68.0,44,56.0,0.0
2012-06-08,88,54,71.0,49,60.0,0.0
2012-06-09,90,65,78.0,50,62.0,0.0
2012-06-10,93,67,80.0,56,66.0,0.0
2012-06-11,90,70,80.0,62,68.0,0.0
2012-06-12,78,59,69.0,46,57.0,0.0
2012-06-13,72,54,63.0,45,55.0,0.0
2012-06-14,87,56,72.0,48,59.0,0.0
2012-06-15,94,59,77.0,49,62.0,0.0
2012-06-16,94,69,82.0,60,68.0,0.31
2012-06-17,87,69,78.0,59,66.0,0.11
2012-06-18,94,69,82.0,65,71.0,0.0
2012-06-19,95,78,87.0,65,72.0,0.0
2012-06-20,95,77,86.0,62,71.0,0.0
2012-06-21,85,70,78.0,59,66.0,0.01
2012-06-22,87,64,76.0,52,62.0,0.0
2012-06-23,87,62,75.0,55,64.0,0.0
2012-06-24,94,65,80.0,57,65.0,0.0
2012-06-25,76,60,68.0,49,58.0,0.0
2012-06-26,83,56,70.0,50,59.0,0.0
2012-06-27,92,57,75.0,51,63.0,0.0
2012-06-28,100,76,88.0,69,74.0,0.04
2012-06-29,88,69,79.0,61,67.0,0.42
